,V9,V10,V11,V14,V15,V17,V19,V20,V21,V27,V28,V29,V30,V31,V32,V33,Class
811,0.3891625615763547,0.4027777777777778,0.22222222222222232,0.3076923076923077,0.02079983922829582,0.4470101845316124,0.47524350649350644,1.0,1.0,0.666855845629966,0.0,0.0,0.0,0.0,1.0,0.0,0
1445,0.4482758620689655,0.44907407407407407,0.7566137566137567,0.15384615384615385,0.7766278135048232,0.7983261066854896,0.830864448051948,1.0,0.0,0.07514188422247448,0.0,0.0,0.0,0.0,0.0,0.0,1
456,0.14285714285714285,0.4907407407407407,0.30511463844797193,0.0,0.05596864951768489,0.9094484219017848,0.22980925324675325,0.4183480453972257,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1286,0.46798029556650245,0.4444444444444444,0.23809523809523814,0.5192307692307693,0.8114951768488746,0.25189069274982356,0.354301948051948,1.0,1.0,0.3309875141884223,0.0,0.0,0.0,0.0,0.0,0.0,1
198,0.4285714285714286,0.34259259259259256,0.2275132275132279,0.11538461538461542,0.9455385852090032,0.9369769083392154,0.6471185064935064,0.9382093316519546,1.0,0.3163450624290579,0.0,1.0,0.0,0.0,0.0,0.0,0
1759,0.458128078817734,0.37962962962962965,0.2169312169312172,0.11538461538461542,0.6817725080385852,0.43793485933245946,0.7494926948051948,0.565994115174443,0.0,0.9998864926220203,0.0,0.0,0.0,0.0,0.0,0.0,1
102,0.2413793103448276,0.412037037037037,0.7037037037037037,0.3076923076923077,0.22126205787781353,0.49581526671372395,0.6029829545454545,1.0,1.0,0.5973893303064699,1.0,0.0,0.0,0.0,0.0,0.0,0
887,0.3842364532019705,0.4305555555555556,0.22222222222222232,0.038461538461538464,0.779742765273312,0.6470706866996068,0.8097605519480519,1.0,1.0,0.35300794551645853,0.0,0.0,0.0,0.0,0.0,1.0,0
160,0.49261083743842365,0.43981481481481477,0.22398589065255736,0.11538461538461542,0.054963826366559485,0.6369869920338812,0.47727272727272724,0.7966582597730139,1.0,0.6111237230419977,0.0,1.0,0.0,0.0,0.0,0.0,0
1026,0.4236453201970443,0.4027777777777778,0.7389770723104059,0.15384615384615385,0.8351085209003215,0.5966522133709791,0.7463474025974025,1.0,1.0,0.14517593643586832,0.0,0.0,0.0,0.0,0.0,1.0,0
1405,0.43842364532019706,0.39814814814814814,0.8112874779541448,0.15384615384615385,0.7885852090032155,0.7983261066854896,0.797077922077922,1.0,1.0,0.07514188422247448,0.0,0.0,0.0,0.0,0.0,0.0,1
289,0.4187192118226601,0.4027777777777778,0.22398589065255736,0.11538461538461542,0.10831993569131834,0.630230916607845,0.520900974025974,0.9044766708701135,1.0,0.8368898978433598,0.0,1.0,0.0,0.0,0.0,0.0,0
1471,0.46798029556650245,0.41666666666666663,0.8271604938271606,0.07692307692307693,0.7335209003215435,0.8879701522637895,0.7463474025974025,1.0,0.0,0.06617480136208856,0.0,0.0,0.0,0.0,0.0,0.0,1
44,0.4729064039408867,0.43981481481481477,0.8165784832451499,0.07692307692307693,0.5350683279742765,0.3758193001915902,0.49269480519480513,1.0,1.0,0.19421112372304203,1.0,0.0,0.0,0.0,0.0,0.0,0
230,0.4827586206896552,0.4027777777777778,0.22398589065255736,0.11538461538461542,0.31461012861736337,0.7119088434002219,0.7101258116883117,1.0,1.0,0.15232690124858114,0.0,1.0,0.0,0.0,0.0,0.0,0
212,0.4433497536945813,0.412037037037037,0.22398589065255736,0.11538461538461542,0.18257636655948553,0.3454673792477564,0.2882508116883116,0.9153005464480874,1.0,0.9958002270147559,0.0,1.0,0.0,0.0,0.0,0.0,0
117,0.39408866995073893,0.4027777777777778,0.8342151675485008,0.1923076923076923,0.1382636655948553,0.2605626701623475,0.33329951298701294,1.0,1.0,0.8069239500567537,1.0,0.0,0.0,0.0,0.0,0.0,0
1012,0.5320197044334976,0.44907407407407407,0.23809523809523814,0.23076923076923078,0.06792604501607717,0.5254613290309569,0.4202516233766233,0.9415720891130728,1.0,0.17128263337116909,0.0,0.0,0.0,0.0,0.0,1.0,0
128,0.33497536945812806,0.41666666666666663,0.8306878306878307,0.1923076923076923,0.10651125401929261,0.13996168196027026,0.2195616883116883,0.9898066414459856,1.0,0.9996594778660612,1.0,0.0,0.0,0.0,0.0,0.0,0
1360,0.5714285714285714,0.412037037037037,0.23104056437389797,0.038461538461538464,0.7472869774919615,0.22889986891196937,0.9435876623376622,0.6497477931904161,0.0,0.06174801362088536,0.0,0.0,0.0,0.0,0.0,0.0,1
1008,0.47783251231527096,0.40740740740740744,0.23456790123456805,0.23076923076923078,0.14328778135048234,0.5415952404961177,0.47899756493506485,1.0,1.0,0.8580022701475596,0.0,0.0,0.0,0.0,0.0,1.0,0
1220,0.41379310344827586,0.37037037037037035,0.24162257495590822,0.15384615384615385,0.41258038585209006,0.8836341635575276,0.6795860389610389,0.8442622950819673,0.0,0.8612939841089671,0.0,0.0,0.0,0.0,0.0,1.0,0
710,0.31527093596059114,0.41666666666666663,0.23104056437389797,0.0,0.12429662379421223,0.39497832005646877,0.6869926948051948,0.5496006725514923,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1668,0.22660098522167488,0.4537037037037037,0.23104056437389797,0.6153846153846154,0.5209003215434084,0.7360088736513059,0.24776785714285712,0.5204918032786885,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1475,0.5172413793103449,0.43981481481481477,0.23456790123456805,0.0,0.3221463022508039,0.8814157507310678,0.8931615259740259,0.9343211433375368,0.0,0.3438138479001135,0.0,0.0,0.0,0.0,0.0,0.0,1
294,0.41379310344827586,0.375,0.2275132275132279,0.11538461538461542,0.12600482315112543,0.6930523343753151,0.565137987012987,0.9159310634720471,1.0,0.5549375709421113,0.0,1.0,0.0,0.0,0.0,0.0,0
1636,0.46798029556650245,0.40740740740740744,0.7566137566137567,0.15384615384615385,0.9247387459807075,0.747907633356862,0.7463474025974025,1.0,1.0,0.23280363223609532,0.0,0.0,0.0,0.0,0.0,0.0,1
243,0.2019704433497537,0.15740740740740738,0.2275132275132279,0.11538461538461542,0.02672829581993569,0.3697690833921549,0.3912337662337662,1.0,1.0,0.09398410896708287,0.0,1.0,0.0,0.0,0.0,0.0,0
1299,0.5467980295566502,0.4537037037037037,0.8112874779541448,0.6153846153846154,0.007134244372990354,0.4537662599576485,0.8438514610389609,1.0,1.0,0.3604994324631101,0.0,0.0,0.0,0.0,0.0,0.0,1
1768,0.5517241379310345,0.4444444444444444,0.24162257495590822,0.038461538461538464,0.7027733118971061,0.8685086215589393,0.37560876623376616,0.7044976881042455,1.0,0.7061293984108967,0.0,0.0,0.0,0.0,0.0,0.0,1
707,0.23645320197044334,0.412037037037037,0.23104056437389797,0.0,0.06069131832797428,0.3817686800443683,0.5612824675324675,0.3532997057587221,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
970,0.4975369458128079,0.412037037037037,0.23104056437389797,0.0,0.636354501607717,0.8879701522637895,0.8872767857142856,1.0,1.0,0.06617480136208856,0.0,0.0,0.0,0.0,0.0,1.0,0
1027,0.47783251231527096,0.43981481481481477,0.7389770723104059,0.15384615384615385,0.6495176848874599,1.0,0.7101258116883117,1.0,0.5,0.09886492622020432,0.0,0.0,0.0,0.0,0.0,1.0,0
621,0.6206896551724138,0.4444444444444444,0.2275132275132279,0.0,0.2815514469453376,0.49581526671372395,0.9999999999999999,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
985,0.49261083743842365,0.5138888888888888,0.24867724867724883,0.11153846153846153,0.2996382636655949,0.770797620248059,0.588676948051948,0.8423707440100883,0.0,0.5656072644721907,0.0,0.0,0.0,0.0,0.0,1.0,0
1798,0.4285714285714286,0.412037037037037,0.23456790123456805,1.0,0.5541599678456592,1.0,0.6448863636363635,0.8599201345102985,0.5,0.1956867196367764,0.0,0.0,0.0,0.0,0.0,0.0,1
313,0.23645320197044334,0.18518518518518517,0.23104056437389797,0.11538461538461542,0.003014469453376206,0.8991630533427448,0.7463474025974025,1.0,1.0,0.08671963677639044,0.0,1.0,0.0,0.0,0.0,0.0,0
783,0.625615763546798,0.4814814814814815,0.23104056437389797,0.038461538461538464,0.7932073954983924,1.0,0.7463474025974025,1.0,0.5,0.029398410896708277,0.0,0.0,0.0,1.0,0.0,0.0,0
1266,0.27586206896551724,0.4814814814814815,0.2275132275132279,0.6153846153846154,0.5869172025723473,0.6791368357366139,0.8438514610389609,0.9343211433375368,0.0,0.48479001135073785,0.0,0.0,0.0,0.0,0.0,1.0,0
939,0.3842364532019705,0.33333333333333337,0.8165784832451499,0.07692307692307693,0.028536977491961418,0.6399112634869416,0.6878043831168831,1.0,1.0,0.1326901248581158,0.0,0.0,0.0,0.0,0.0,1.0,0
1114,0.5812807881773399,0.4814814814814815,0.23456790123456805,0.23076923076923078,0.2320136655948553,0.5415952404961177,0.5044642857142857,0.9191887347625053,0.0,0.3604994324631101,0.0,0.0,0.0,0.0,0.0,1.0,0
1852,0.7389162561576355,0.625,0.22222222222222232,0.23076923076923078,0.3252612540192926,0.39497832005646877,0.7540584415584415,0.27753257671290454,0.0,0.33461975028376845,0.0,0.0,0.0,0.0,0.0,0.0,1
1170,0.30049261083743845,0.41666666666666663,0.8095238095238098,0.11538461538461542,0.7128215434083602,0.7983261066854896,0.9999999999999999,1.0,0.0,0.21316685584562997,0.0,0.0,0.0,0.0,0.0,1.0,0
1488,0.5221674876847291,0.41666666666666663,0.8201058201058204,1.0,0.13424437299035372,0.7983261066854896,0.5264813311688311,0.7275115594787727,1.0,0.4660612939841089,0.0,0.0,0.0,0.0,0.0,0.0,1
712,0.3103448275862069,0.41666666666666663,0.23456790123456805,0.0,0.06059083601286174,0.32177069678330145,0.6486404220779219,0.37410676754939043,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1228,0.43842364532019706,0.375,0.23809523809523814,0.15384615384615385,0.4441318327974277,0.8319048099223556,0.7794237012987012,0.8764186633039092,0.0,0.3717366628830874,0.0,0.0,0.0,0.0,0.0,1.0,0
1638,0.5123152709359606,0.48611111111111105,0.693121693121693,0.11538461538461542,0.5569734726688104,0.873953816678431,0.9999999999999999,1.0,0.0,0.04903518728717368,0.0,0.0,0.0,0.0,0.0,0.0,1
1057,0.4630541871921182,0.38888888888888884,0.7001763668430336,0.11538461538461542,0.8525924437299036,0.7250176464656649,0.7825689935064933,1.0,0.0,0.08444948921679907,0.0,0.0,0.0,0.0,0.0,1.0,0
414,0.12315270935960591,0.4907407407407407,0.30158730158730185,0.0,0.056069131832797436,0.9142885953413331,0.2521306818181818,0.3870323665405632,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1380,0.47783251231527096,0.44907407407407407,0.23456790123456805,0.23076923076923078,0.6457998392282959,0.12463446606836744,0.7666396103896104,0.13934426229508196,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
497,0.18719211822660098,0.47685185185185186,0.308641975308642,0.0,0.05878215434083602,0.8839366743974992,0.2102272727272727,0.39722572509457754,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1731,0.5467980295566502,0.41666666666666663,0.2574955908289245,0.0,0.018991157556270098,0.6639104567913683,0.797077922077922,0.944724674232871,1.0,0.27366628830874007,0.0,0.0,0.0,0.0,0.0,0.0,1
300,0.39901477832512317,0.3055555555555555,0.22398589065255736,0.11538461538461542,0.03265675241157556,0.6897247151356257,0.5941558441558441,1.0,1.0,0.12065834279228152,0.0,1.0,0.0,0.0,0.0,0.0,0
628,0.18719211822660098,0.4027777777777778,0.23104056437389797,0.0,0.05767684887459808,0.3763234849248765,0.6167816558441558,0.46668768390079857,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1164,0.43842364532019706,0.4537037037037037,0.8059964726631392,0.11538461538461542,0.7518086816720257,0.9495815266713723,0.7268668831168831,1.0,1.0,0.5763904653802497,0.0,0.0,0.0,0.0,0.0,1.0,0
1835,0.8472906403940886,0.7037037037037037,0.22222222222222232,0.6153846153846154,0.1485128617363344,0.873953816678431,0.6310876623376622,1.0,1.0,0.04903518728717368,0.0,0.0,0.0,0.0,0.0,0.0,1
1035,0.3793103448275862,0.3055555555555555,0.8095238095238098,0.6576923076923077,0.14780948553054665,0.24372290007058586,0.9594155844155843,0.5222782681799075,0.0,0.15811577752553915,0.0,0.0,0.0,0.0,0.0,1.0,0
1874,0.41379310344827586,0.5648148148148148,0.8165784832451499,0.11538461538461542,0.12962218649517687,0.08621558939195322,0.9999999999999999,0.3995376208490962,0.0,0.09398410896708287,0.0,0.0,0.0,0.0,0.0,0.0,1
1546,0.46798029556650245,0.375,0.2098765432098766,0.0,0.061193729903536984,1.0,0.8731737012987012,0.9299075241698193,0.5,0.2395005675368899,0.0,0.0,0.0,0.0,0.0,0.0,1
373,0.6600985221674877,0.6759259259259259,0.2821869488536155,0.0,0.66217845659164,0.908339215488555,0.9999999999999999,1.0,0.0,0.111577752553916,0.0,0.0,1.0,0.0,0.0,0.0,0
299,0.4482758620689655,0.37037037037037035,0.2275132275132279,0.11538461538461542,0.12007636655948553,0.81667843097711,0.6878043831168831,1.0,1.0,0.09772985244040863,0.0,1.0,0.0,0.0,0.0,0.0,0
1482,0.3497536945812808,0.25925925925925924,0.8201058201058204,1.0,0.30757636655948556,0.2914187758394676,0.3840300324675324,1.0,1.0,0.6229284903518728,0.0,0.0,0.0,0.0,0.0,0.0,1
1871,0.3891625615763547,0.40740740740740744,0.8130511463844798,0.11538461538461542,0.5059284565916399,1.0,0.7658279220779219,1.0,0.5,0.09886492622020432,0.0,0.0,0.0,0.0,0.0,0.0,1
1103,0.4433497536945813,0.40740740740740744,0.23104056437389797,0.5192307692307693,0.8805265273311897,0.39497832005646877,0.3058035714285714,0.9343211433375368,1.0,0.5404086265607264,0.0,0.0,0.0,0.0,0.0,1.0,0
1632,0.5566502463054187,0.4814814814814815,0.8518518518518521,0.23076923076923078,0.3631430868167203,0.462236563476858,0.7463474025974025,0.5621059268600253,0.0,0.10510783200908061,0.0,0.0,0.0,0.0,0.0,0.0,1
1590,0.47783251231527096,0.4027777777777778,0.8112874779541448,0.6153846153846154,0.4990956591639871,0.25189069274982356,0.5264813311688311,1.0,1.0,0.3309875141884223,0.0,0.0,0.0,0.0,0.0,0.0,1
1746,0.3891625615763547,0.30092592592592593,0.23104056437389797,1.0,0.6482114147909969,0.8991630533427448,0.7463474025974025,0.9044766708701135,1.0,0.08671963677639044,0.0,0.0,0.0,0.0,0.0,0.0,1
479,0.15270935960591134,0.4814814814814815,0.308641975308642,0.0,0.055868167202572344,0.8375516789351618,0.22514204545454544,0.4366330390920554,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1664,0.2019704433497537,0.2685185185185185,0.24162257495590822,0.6153846153846154,0.10902331189710611,0.7627306645154786,0.7612621753246753,1.0,1.0,0.2824063564131669,0.0,0.0,0.0,0.0,0.0,0.0,1
176,0.5172413793103449,0.41666666666666663,0.23104056437389797,0.11538461538461542,0.24567926045016078,0.43974992437229005,0.354301948051948,0.8498318621269441,1.0,0.15811577752553915,0.0,1.0,0.0,0.0,0.0,0.0,0
108,0.4285714285714286,0.44907407407407407,0.7037037037037037,0.3269230769230769,0.567323151125402,0.49581526671372395,0.5387581168831168,0.9191887347625053,1.0,0.40556186152099893,1.0,0.0,0.0,0.0,0.0,0.0,0
1610,0.4827586206896552,0.40740740740740744,0.8201058201058204,0.11538461538461542,0.6817725080385852,0.5293939699505898,0.7233157467532466,1.0,1.0,0.12463110102156641,0.0,0.0,0.0,0.0,0.0,0.0,1
1645,0.3694581280788177,0.4027777777777778,0.2592592592592595,0.0,0.9287580385852091,0.2941413733992135,0.33329951298701294,1.0,1.0,0.7342792281498298,0.0,0.0,0.0,0.0,0.0,0.0,1
1276,0.22167487684729065,0.40740740740740744,0.2275132275132279,0.0,0.057777331189710616,0.33770293435514775,0.5849228896103895,0.3814627994955863,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
616,0.21182266009852216,0.412037037037037,0.23104056437389797,0.0,0.06069131832797428,0.38348290813754166,0.6240868506493505,0.4668978562421185,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1237,0.5270935960591133,0.4537037037037037,0.2275132275132279,0.23076923076923078,0.9766881028938907,0.514470101845316,0.5682832792207791,0.4940100882723833,0.0,0.5727582292849036,0.0,0.0,0.0,0.0,0.0,1.0,0
1615,0.6354679802955665,0.5138888888888888,0.24162257495590822,0.11538461538461542,0.7867765273311897,0.8448119390944842,0.5434253246753247,1.0,1.0,0.1566401816118048,0.0,0.0,0.0,0.0,0.0,0.0,1
1728,0.3793103448275862,0.37962962962962965,0.2821869488536155,0.0,0.0072347266881028945,0.7627306645154786,0.9435876623376622,0.924968474148802,0.0,0.2824063564131669,0.0,0.0,0.0,0.0,0.0,0.0,1
1311,0.39901477832512317,0.37037037037037035,0.8306878306878307,0.1923076923076923,0.0024115755627009644,0.3423414339013815,0.49269480519480513,1.0,1.0,0.2196367763904654,0.0,0.0,0.0,0.0,0.0,0.0,1
195,0.3793103448275862,0.375,0.2275132275132279,0.11538461538461542,0.07264871382636656,0.31309871937077743,0.19602272727272727,0.6890500210172341,1.0,0.9996594778660612,0.0,1.0,0.0,0.0,0.0,0.0,0
482,0.1724137931034483,0.4814814814814815,0.308641975308642,0.0,0.055868167202572344,0.9003730967026319,0.24401379870129872,0.43116855821773853,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1391,0.5714285714285714,0.44907407407407407,0.23456790123456805,0.0,0.41971463022508043,0.06070384188766765,0.9999999999999999,0.25819672131147536,0.0,0.5494892167990919,0.0,0.0,0.0,0.0,0.0,0.0,1
568,0.2315270935960591,0.412037037037037,0.23104056437389797,0.0,0.05767684887459808,0.39497832005646877,0.7307224025974025,0.5414039512400168,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1472,0.26108374384236455,0.412037037037037,0.24162257495590822,0.15384615384615385,0.5377813504823151,0.9685388726429364,0.7002840909090908,0.8832492643968054,1.0,0.9886492622020431,0.0,0.0,0.0,0.0,0.0,0.0,1
656,0.18719211822660098,0.40740740740740744,0.2275132275132279,0.0,0.057777331189710616,0.3277200766360795,0.5609780844155844,0.3204077343421605,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1807,0.5024630541871922,0.39814814814814814,0.6984126984126986,0.23076923076923078,0.3826366559485531,0.6121811031561963,0.927556818181818,0.7898276586801177,0.0,0.10385925085130532,0.0,0.0,0.0,0.0,0.0,0.0,1
1444,0.17733990147783252,0.3657407407407407,0.7530864197530867,0.15384615384615385,0.9428255627009647,0.8559040032267823,0.5387581168831168,0.9026902059688945,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
362,0.8768472906403941,0.7453703703703703,0.2821869488536155,0.0,0.20428054662379425,0.49581526671372395,0.8731737012987012,1.0,1.0,0.09648127128263334,0.0,0.0,1.0,0.0,0.0,0.0,0
244,0.5123152709359606,0.40740740740740744,0.23104056437389797,0.11538461538461542,0.43508842443729906,0.49581526671372395,0.5535714285714286,0.9637452711223202,1.0,0.5973893303064699,0.0,1.0,0.0,0.0,0.0,0.0,0
418,0.1330049261083744,0.4907407407407407,0.30158730158730185,0.0,0.056069131832797436,0.19955631743470806,0.9333400974025973,0.280264817150063,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
267,0.5467980295566502,0.43981481481481477,0.23104056437389797,0.11538461538461542,0.28858520900321544,0.8559040032267823,0.8731737012987012,0.9191887347625053,0.0,0.19421112372304203,0.0,1.0,0.0,0.0,0.0,0.0,0
109,0.41379310344827586,0.41666666666666663,0.23104056437389797,0.0,0.03547025723472669,0.5254613290309569,0.5561079545454545,1.0,1.0,0.17128263337116909,1.0,0.0,0.0,0.0,0.0,0.0,0
399,0.10344827586206896,0.4907407407407407,0.30158730158730185,0.0,0.0,0.9231622466471715,0.20089285714285715,0.2656578394283312,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
87,0.3842364532019705,0.41666666666666663,0.23809523809523814,0.0,0.21985530546623794,0.3697690833921549,0.6262175324675324,1.0,1.0,0.583427922814983,1.0,0.0,0.0,0.0,0.0,0.0,0
927,0.2413793103448276,0.43981481481481477,0.8130511463844798,0.07692307692307693,0.07616559485530548,0.8472320258142584,0.5535714285714286,0.9691046658259774,1.0,0.9822928490351874,0.0,0.0,0.0,0.0,0.0,1.0,0
825,0.5467980295566502,0.43981481481481477,0.23104056437389797,0.0,0.0384847266881029,0.27175557124130284,0.32355925324675316,1.0,1.0,0.08671963677639044,0.0,0.0,0.0,0.0,1.0,0.0,0
1362,0.5221674876847291,0.41666666666666663,0.7813051146384482,0.0,0.7726085209003216,0.11031561964303721,0.862418831168831,0.19167717528373268,0.0,0.9976163450624291,0.0,0.0,0.0,0.0,0.0,0.0,1
1315,0.458128078817734,0.375,0.22222222222222232,0.5576923076923077,0.1055064308681672,0.15296964807905616,0.354301948051948,1.0,1.0,0.6111237230419977,0.0,0.0,0.0,0.0,0.0,0.0,1
80,0.2315270935960591,0.412037037037037,0.7742504409171076,0.0,0.9855305466237942,0.14954119189270948,0.17116477272727273,0.8920765027322404,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0
1501,0.4630541871921182,0.4027777777777778,0.8201058201058204,1.0,0.2922025723472669,0.27467984269436324,0.2860186688311688,0.9819251786464902,1.0,0.980817253121453,0.0,0.0,0.0,0.0,0.0,0.0,1
9,0.26108374384236455,0.4907407407407407,0.8112874779541448,0.42307692307692313,0.08812299035369775,0.09004739336492892,0.3382711038961038,0.9810844892812105,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0
1109,0.5172413793103449,0.44907407407407407,0.23456790123456805,0.5192307692307693,0.45217041800643093,0.2501764646566502,0.34770698051948046,1.0,1.0,0.5938706015891033,0.0,0.0,0.0,0.0,0.0,1.0,0
659,0.2019704433497537,0.40740740740740744,0.2275132275132279,0.0,0.057777331189710616,0.3880205707371181,0.5906047077922078,0.42234131988230345,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1256,0.3891625615763547,0.3287037037037037,0.23809523809523814,0.15384615384615385,0.044312700964630226,0.6078451144499344,0.5434253246753247,0.944724674232871,1.0,0.24279228149829737,0.0,0.0,0.0,0.0,0.0,1.0,0
534,0.5665024630541872,0.4537037037037037,0.23809523809523814,0.0,0.19031350482315115,0.6759100534435817,0.713778409090909,0.7171080285834385,0.0,0.7982973893303065,0.0,0.0,1.0,0.0,0.0,0.0,0
643,0.2019704433497537,0.4027777777777778,0.23104056437389797,0.0,0.06069131832797428,0.35625693254008267,0.6868912337662337,0.5443463640184952,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1877,0.4975369458128079,0.662037037037037,0.23809523809523814,0.11538461538461542,0.028034565916398718,0.04467076736916406,0.9999999999999999,1.0,0.0,0.0706015891032917,0.0,0.0,0.0,0.0,0.0,0.0,1
164,0.39408866995073893,0.3657407407407407,0.22398589065255736,0.11538461538461542,0.057877813504823156,0.11697085812241605,0.1344358766233766,0.9817150063051703,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
1577,0.4088669950738916,0.43981481481481477,0.8112874779541448,0.15384615384615385,0.7731109324758842,0.07996369869920339,0.18496347402597402,0.9775115594787727,1.0,0.9998864926220203,0.0,0.0,0.0,0.0,0.0,0.0,1
510,0.19704433497536947,0.4814814814814815,0.31216931216931254,0.0,0.058681672025723476,0.8991630533427448,0.24330357142857137,0.45239596469104665,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
507,0.23645320197044334,0.4537037037037037,0.31216931216931254,0.0,0.055868167202572344,0.49581526671372395,0.5190746753246753,0.43022278268179903,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
876,0.4187192118226601,0.3935185185185185,0.22222222222222232,0.11538461538461542,0.2673834405144695,0.30452757890491083,0.5941558441558441,1.0,1.0,0.3549375709421112,0.0,0.0,0.0,0.0,0.0,1.0,0
754,0.43842364532019706,0.412037037037037,0.23104056437389797,0.038461538461538464,0.9100683279742765,1.0,0.830864448051948,1.0,0.5,0.09886492622020432,0.0,0.0,0.0,1.0,0.0,0.0,0
743,0.5911330049261084,0.5185185185185185,0.23456790123456805,0.038461538461538464,0.5910369774919614,0.7983261066854896,0.830864448051948,1.0,0.0,0.014982973893303081,0.0,0.0,0.0,1.0,0.0,0.0,0
932,0.4630541871921182,0.4444444444444444,0.8130511463844798,0.07692307692307693,0.6416800643086816,0.7250176464656649,0.8872767857142856,1.0,1.0,0.08444948921679907,0.0,0.0,0.0,0.0,0.0,1.0,0
1682,0.5073891625615764,0.375,0.24162257495590822,0.0,0.22538183279742766,0.6639104567913683,0.6195211038961038,0.9343211433375368,1.0,0.16685584562996594,0.0,0.0,0.0,0.0,0.0,0.0,1
1623,0.4975369458128079,0.44907407407407407,0.7495590828924161,0.11538461538461542,0.36495176848874605,0.8559040032267823,0.797077922077922,1.0,1.0,0.19421112372304203,0.0,0.0,0.0,0.0,0.0,0.0,1
1556,0.2857142857142857,0.6990740740740741,0.2592592592592595,0.0,0.5572749196141479,0.03741050720984169,0.9999999999999999,0.4745691467002942,0.0,0.08444948921679907,0.0,0.0,0.0,0.0,0.0,0.0,1
688,0.5369458128078818,0.44907407407407407,0.23104056437389797,0.0,0.22045819935691321,0.40687707976202486,0.7876420454545453,0.6497477931904161,0.0,0.7287173666288309,0.0,0.0,1.0,0.0,0.0,0.0,0
793,0.5911330049261084,0.44907407407407407,0.23104056437389797,0.038461538461538464,0.44543810289389074,0.49581526671372395,0.9999999999999999,0.7898276586801177,0.0,0.02576617480136209,0.0,0.0,0.0,1.0,0.0,0.0,0
436,0.5862068965517242,0.4537037037037037,0.30158730158730185,0.0,0.056069131832797436,0.6836744983361904,0.23376623376623373,0.49600672551492214,1.0,0.9998864926220203,0.0,0.0,1.0,0.0,0.0,0.0,0
90,0.3103448275862069,0.43981481481481477,0.24162257495590822,0.0,0.4714630225080386,0.24372290007058586,0.351765422077922,1.0,1.0,0.9132803632236095,1.0,0.0,0.0,0.0,0.0,0.0,0
1692,0.4285714285714286,0.4027777777777778,0.23456790123456805,0.6153846153846154,0.05616961414790997,0.14056670364021376,0.1369724025974026,0.976670870113493,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
62,0.41379310344827586,0.412037037037037,0.23809523809523814,0.3076923076923077,0.9236334405144695,0.81667843097711,0.6376826298701298,1.0,1.0,0.09772985244040863,1.0,0.0,0.0,0.0,0.0,0.0,0
1613,0.3251231527093596,0.5648148148148148,0.8130511463844798,0.11538461538461542,0.11073151125401931,0.15296964807905616,0.9772727272727272,0.6497477931904161,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1810,0.5960591133004927,0.4907407407407407,0.24514991181657875,0.07692307692307693,0.24125803858520903,0.279721690027226,0.9999999999999999,0.7898276586801177,0.0,0.04903518728717368,0.0,0.0,0.0,0.0,0.0,0.0,1
387,0.21182266009852216,0.42592592592592593,0.2574955908289245,0.0,0.7157355305466239,0.7119088434002219,0.880681818181818,1.0,1.0,0.4565266742338252,0.0,0.0,1.0,0.0,0.0,0.0,0
1288,0.5024630541871922,0.44907407407407407,0.2592592592592595,0.0,0.14630225080385853,0.6369869920338812,0.609780844155844,0.887452711223203,1.0,0.6111237230419977,0.0,0.0,0.0,0.0,0.0,0.0,1
1045,0.4285714285714286,0.44907407407407407,0.7072310405643742,0.11538461538461542,0.4431270096463023,0.9160028234345063,0.8438514610389609,1.0,1.0,0.14097616345062428,0.0,0.0,0.0,0.0,0.0,1.0,0
