,V1,V3,V5,V7,V9,V10,V11,V12,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,Class
413,41,844714,20313,497,23,141,1400,0,40,0.0586,0.4373,0.9895,0.1364,0.253,0.3803,0.0,4.3078,2.281,2.2765,-0.0105,-0.0767,1.0,0,0,1,0,0,0,1
414,39,855369,18203,480,25,143,1398,0,40,0.0558,0.5027,0.915,0.1309,0.2629,0.4167,1.0,4.2601,2.2624,2.301,0.085,-0.0747,1.0,0,0,1,0,0,0,1
415,39,862475,17357,495,27,142,1400,0,40,0.0557,0.5398,0.7936,0.1236,0.2179,0.4404,1.0,4.2395,2.238,2.3385,0.2064,-0.0843,1.0,0,0,1,0,0,0,1
416,39,876673,18954,482,25,143,1400,0,40,0.0557,0.4881,0.9444,0.1336,0.2497,0.4108,1.0,4.2777,2.2718,2.2967,0.0556,-0.0783,1.0,0,0,1,0,0,0,1
417,41,897989,14949,469,27,142,1400,0,40,0.0586,0.4094,0.8079,0.1264,0.2458,0.3049,0.0,4.1746,2.248,2.1553,-0.1921,-0.0935,1.0,0,0,1,0,0,0,1
418,39,908650,16469,568,27,143,1398,0,40,0.0558,0.894,0.2062,0.6209,0.9343,0.3151,0.0,4.2167,2.9385,2.2529,-0.7938,-0.0801,1.0,0,0,1,0,0,0,1
419,39,919301,17810,456,25,142,1398,0,40,0.0558,0.509,0.9538,0.133,0.2438,0.4276,1.0,4.2507,2.2695,2.29,0.0461,-0.0812,1.0,0,0,1,0,0,0,1
420,39,933630,100,16,123,140,1398,0,40,0.0558,0.5215,0.5789,0.0136,0.6333,0.6875,0.0,2.0,1.2787,1.0414,-0.4211,0.0013,0.3494,0,0,1,0,0,0,1
421,142,947849,354,47,120,134,1400,0,40,0.2029,0.5117,0.8621,0.0179,0.3731,0.617,1.0,2.549,1.3979,1.4624,0.1379,-0.0184,0.9437,0,0,1,0,0,0,1
422,39,965451,16821,425,29,141,1398,0,40,0.0558,0.365,0.8268,0.128,0.2672,0.3482,0.0,4.2259,2.2529,2.1703,-0.1732,-0.0838,1.0,0,0,1,0,0,0,1
423,39,979651,15937,463,31,141,1398,0,40,0.0558,0.4025,0.8324,0.128,0.2403,0.3218,0.0,4.2024,2.2529,2.1732,-0.1676,-0.0945,1.0,0,0,1,0,0,0,1
424,41,990300,15896,469,22,143,1400,0,40,0.0586,0.4924,0.9558,0.1293,0.2394,0.3689,0.0,4.2013,2.2577,2.238,-0.0442,-0.092,1.0,0,0,1,0,0,0,1
425,41,997542,128,27,120,134,1400,0,40,0.0586,0.4622,0.8235,0.0121,0.4474,0.5185,0.0,2.1072,1.2305,1.1461,-0.1765,-0.0217,0.3945,0,0,1,0,0,0,1
426,41,1018714,16220,453,19,141,1400,0,40,0.0586,0.47600000000000003,0.9448,0.1293,0.2321,0.3775,0.0,4.2101,2.2577,2.233,-0.0553,-0.0955,1.0,0,0,1,0,0,0,1
427,35,1029360,14963,468,22,141,1398,0,40,0.0501,0.5,0.9771,0.1252,0.2246,0.3654,0.0,4.175,2.2430000000000003,2.233,-0.0229,-0.1017,1.0,0,0,1,0,0,0,1
428,41,1040020,15050,541,21,141,1400,0,40,0.0586,0.5223,0.9832,0.1257,0.203,0.3309,1.0,4.1775,2.2455,2.2529,0.0168,-0.0907,1.0,0,0,1,0,0,0,1
429,39,1050670,13033,420,29,141,1398,0,40,0.0558,0.5345,0.9143,0.1252,0.2394,0.381,0.0,4.115,2.2430000000000003,2.2041,-0.0857,-0.096,1.0,0,0,1,0,0,0,1
430,41,1150090,16968,399,26,143,1400,0,40,0.0586,0.409,0.9483,0.1243,0.2597,0.4135,0.0,4.2296,2.2406,2.2175,-0.0517,-0.09,1.0,0,0,1,0,0,0,1
431,41,1157189,16584,498,25,143,1398,0,40,0.0587,0.4957,0.9206,0.1245,0.2119,0.3795,1.0,4.2197,2.2406,2.2765,0.0794,-0.0879,1.0,0,0,1,0,0,0,1
432,43,1164302,14969,503,27,142,1400,0,40,0.0614,0.494,0.9884,0.1221,0.2124,0.3439,1.0,4.1752,2.233,2.238,0.0116,-0.0821,1.0,0,0,1,0,0,0,1
433,39,1174946,13601,503,25,141,1400,0,40,0.0557,0.5799,0.9459,0.125,0.2174,0.3678,1.0,4.1336,2.2430000000000003,2.2672,0.054000000000000006,-0.0929,1.0,0,0,1,0,0,0,1
434,39,1185602,13387,425,29,141,1398,0,40,0.0558,0.4841,0.867,0.1238,0.2267,0.3529,0.0,4.1267,2.238,2.1761,-0.1329,-0.0977,1.0,0,0,1,0,0,0,1
435,41,1196243,16164,522,23,141,1400,0,40,0.0586,0.5479,0.8762,0.1264,0.2056,0.387,1.0,4.2085,2.248,2.3054,0.1238,-0.09699999999999999,1.0,0,0,1,0,0,0,1
436,39,1206989,935,98,119,135,1398,0,40,0.0558,0.4762,0.6863,0.025,0.2448,0.5204,1.0,2.9708,1.5441,1.7076,0.3137,-0.0197,0.9999,0,0,1,0,0,0,1
437,41,1221106,15601,517,23,143,1400,0,40,0.0586,0.4844,0.9551,0.1271,0.2058,0.3288,0.0,4.1932,2.2504,2.2304,-0.0449,-0.081,1.0,0,0,1,0,0,0,1
438,41,1228221,11348,357,27,143,1400,0,40,0.0586,0.5432,0.7667,0.1286,0.3025,0.3866,0.0,4.0549,2.2553,2.1399,-0.2333,-0.1033,1.0,0,0,1,0,0,0,1
439,39,1242405,15414,478,24,142,1400,0,40,0.0557,0.529,0.9358,0.125,0.2199,0.3912,1.0,4.1879,2.2430000000000003,2.2718,0.0642,-0.0885,1.0,0,0,1,0,0,0,1
440,43,1253069,13975,441,29,140,1400,0,40,0.0614,0.5249,0.9942,0.1229,0.2164,0.3878,0.0,4.1453,2.2355,2.233,-0.0058,-0.0886,1.0,0,0,1,0,0,0,1
441,39,1263724,11388,415,29,141,1398,0,40,0.0558,0.8268,0.409,0.2868,0.5456,0.3952,0.0,4.0564,2.6031,2.2148,-0.591,-0.0973,1.0,0,0,1,0,0,0,1
442,39,1277926,13553,424,30,141,1400,0,40,0.0557,0.5249,0.9314,0.125,0.2472,0.3844,0.0,4.132,2.2430000000000003,2.2122,-0.0686,-0.0962,1.0,0,0,1,0,0,0,1
443,37,1285016,15704,557,25,142,1396,0,40,0.053,0.518,0.9945,0.1297,0.1855,0.3232,0.0,4.196000000000001,2.2577,2.2553,-0.0055,-0.0974,1.0,0,0,1,0,0,0,1
444,39,1292132,12012,362,30,141,1398,0,40,0.0558,0.5916,0.9942,0.12300000000000001,0.2834,0.4724,0.0,4.0796,2.2355,2.233,-0.0058,-0.1013,1.0,0,0,1,0,0,0,1
445,39,1299230,11875,387,32,143,1398,0,40,0.0558,0.6009,0.9942,0.1238,0.2633,0.4444,0.0,4.0746,2.238,2.2355,-0.0058,-0.0951,1.0,0,0,1,0,0,0,1
446,41,1309877,11271,396,27,141,1402,0,40,0.0585,0.5981,0.9591,0.122,0.2575,0.4141,0.0,4.052,2.233,2.2148,-0.0409,-0.1008,1.0,0,0,1,0,0,0,1
447,41,1316989,12212,372,27,141,1402,0,40,0.0585,0.6021,0.8871,0.1327,0.3015,0.4435,0.0,4.0868,2.2695,2.2175,-0.1129,-0.1052,1.0,0,0,1,0,0,0,1
448,39,1327718,539,63,119,135,1402,0,40,0.0556,0.4192,0.9063,0.0207,0.3085,0.5079,1.0,2.7316,1.4624,1.5051,0.0938,-0.0083,0.9848,0,0,1,0,0,0,1
449,39,1338367,677,79,120,140,1400,0,40,0.0557,0.4139,0.9429,0.0236,0.2895,0.44299999999999995,1.0,2.8306,1.5185,1.5441,0.0571,-0.0028,0.9966,0,0,1,0,0,0,1
450,39,1359602,10276,319,25,141,1400,0,40,0.0557,0.5876,0.7865,0.1271,0.3225,0.4389,0.0,4.0118,2.2504,2.1461,-0.2135,-0.09699999999999999,1.0,0,0,1,0,0,0,1
451,41,1370247,11535,419,23,141,1400,0,40,0.0586,0.6156,0.8962,0.1307,0.2414,0.3914,0.0,4.062,2.2624,2.2148,-0.1038,-0.10099999999999999,1.0,0,0,1,0,0,0,1
452,39,1384526,794,91,119,140,1402,0,40,0.0556,0.4451,0.5094,0.0193,0.2061,0.5824,1.0,2.8998,1.4314,1.7243,0.4906,-0.0019,0.9995,0,0,1,0,0,0,1
453,39,1391555,11492,443,26,143,1402,0,40,0.0556,0.5824,0.9302,0.1227,0.2646,0.3612,0.0,4.0604,2.2355,2.2041,-0.0698,-0.0893,1.0,0,0,1,0,0,0,1
454,39,1402211,10904,334,28,141,1402,0,40,0.0556,0.529,0.8106,0.1205,0.2739,0.4102,0.0,4.0376,2.2279,2.1367,-0.1893,-0.096,1.0,0,0,1,0,0,0,1
455,37,1430612,14069,452,26,141,1400,0,40,0.0529,0.4831,0.9643,0.1157,0.24,0.3717,1.0,4.1483,2.2095,2.2253,0.0357,-0.0882,1.0,0,0,1,0,0,0,1
456,39,1437715,12388,374,29,143,1400,0,40,0.0557,0.512,0.9102,0.1086,0.2409,0.4465,1.0,4.093,2.1818,2.2227,0.0898,-0.0971,1.0,0,0,1,0,0,0,1
457,43,1448373,12108,359,34,141,1402,0,40,0.0613,0.505,0.9321,0.1077,0.2459,0.4512,1.0,4.0831,2.1790000000000003,2.2095,0.0679,-0.0948,1.0,0,0,1,0,0,0,1
458,39,1469673,13946,406,33,142,1402,0,40,0.0556,0.4701,0.8895,0.1091,0.2598,0.4236,1.0,4.1445,2.1847,2.2355,0.1105,-0.084,1.0,0,0,1,0,0,0,1
459,39,1480323,13309,310,31,143,1402,0,40,0.0556,0.4084,0.9737,0.1056,0.29600000000000004,0.4903,1.0,4.1241,2.1703,2.1818,0.0263,-0.09,1.0,0,0,1,0,0,0,1
460,41,1494534,12729,404,29,143,1400,0,40,0.0586,0.5488,0.8516,0.1107,0.2445,0.4505,1.0,4.1048,2.1903,2.2601,0.1484,-0.0899,1.0,0,0,1,0,0,0,1
461,41,1512277,14309,469,31,141,1402,0,40,0.0585,0.5172,0.821,0.1113,0.1967,0.4051,1.0,4.1556,2.1931,2.2787,0.1789,-0.0927,1.0,0,0,1,0,0,0,1
462,39,1530040,14346,424,29,143,1400,0,40,0.0557,0.4898,0.8216,0.1086,0.21899999999999997,0.4363,1.0,4.1567,2.1818,2.2672,0.1784,-0.0788,1.0,0,0,1,0,0,0,1
463,41,1540695,12260,378,33,141,1402,0,40,0.0585,0.4892,0.9375,0.107,0.2273,0.4233,1.0,4.0885,2.1761,2.2041,0.0625,-0.0924,1.0,0,0,1,0,0,0,1
464,39,1554895,13185,370,30,141,1400,0,40,0.0557,0.4647,0.9503,0.1093,0.2675,0.4351,1.0,4.1201,2.1847,2.2068,0.0497,-0.0935,1.0,0,0,1,0,0,0,1
465,39,1565555,13114,381,33,141,1400,0,40,0.0557,0.4171,0.9737,0.1086,0.2459,0.3884,0.0,4.1177,2.1818,2.1703,-0.0263,-0.1019,1.0,0,0,1,0,0,0,1
466,39,1576208,10796,363,38,141,1402,0,40,0.0556,0.5176,0.8633,0.1148,0.2815,0.3829,0.0,4.0333,2.2068,2.1430000000000002,-0.1366,-0.0988,1.0,0,0,1,0,0,0,1
467,39,1586862,11505,349,27,142,1402,0,40,0.0556,0.4953,0.9739,0.1091,0.2652,0.4269,0.0,4.0609,2.1847,2.1732,-0.0261,-0.1035,1.0,0,0,1,0,0,0,1
468,39,1597511,13612,357,30,141,1400,0,40,0.0557,0.4562,0.8869,0.1064,0.2573,0.4706,1.0,4.1339,2.1732,2.2253,0.1131,-0.0949,1.0,0,0,1,0,0,0,1
469,41,1611713,12477,331,36,141,1400,0,40,0.0586,0.43799999999999994,0.9867,0.1071,0.2679,0.4471,0.0,4.0961,2.1761,2.1703,-0.0133,-0.0971,1.0,0,0,1,0,0,0,1
470,43,1625918,12718,348,31,140,1402,0,40,0.0613,0.4634,0.9494,0.107,0.2517,0.45399999999999996,1.0,4.1044,2.1761,2.1987,0.0506,-0.1033,1.0,0,0,1,0,0,0,1
471,43,1636571,13057,361,32,140,1404,0,40,0.0613,0.4563,0.9620000000000001,0.1083,0.2705,0.4377,1.0,4.1158,2.1818,2.1987,0.038,-0.0979,1.0,0,0,1,0,0,0,1
472,41,1647218,13699,352,37,141,1402,0,40,0.0585,0.4568,0.9042,0.1077,0.2572,0.4744,1.0,4.1367,2.1790000000000003,2.2227,0.0958,-0.0956,1.0,0,0,1,0,0,0,1
473,39,1661425,12509,374,27,141,1400,0,40,0.0557,0.5101,0.9048,0.1086,0.2444,0.4492,1.0,4.0972,2.1818,2.2253,0.0952,-0.0903,1.0,0,0,1,0,0,0,1
474,41,1672082,11089,354,31,143,1402,0,40,0.0585,0.49700000000000005,0.9669,0.1077,0.2546,0.4124,0.0,4.0449,2.1790000000000003,2.1644,-0.0331,-0.1047,1.0,0,0,1,0,0,0,1
475,41,1682722,11711,348,30,135,1402,0,40,0.0585,0.5411,0.8935,0.1077,0.2807,0.4856,1.0,4.0686,2.1790000000000003,2.2279,0.1065,-0.1271,1.0,0,0,1,0,0,0,1
476,41,1700480,13041,365,37,141,1400,0,40,0.0586,0.4382,0.9182,0.1043,0.237,0.4356,1.0,4.1153,2.1644,2.2014,0.0818,-0.096,1.0,0,0,1,0,0,0,1
477,41,1711137,10913,359,25,141,1402,0,40,0.0585,0.5047,0.9412,0.1091,0.2413,0.4011,0.0,4.0379,2.1847,2.1584,-0.0588,-0.1063,1.0,0,0,1,0,0,0,1
478,41,1721788,12051,390,33,140,1402,0,40,0.0585,0.5942,0.9167,0.1177,0.2615,0.4615,1.0,4.081,2.2175,2.2553,0.0833,-0.1028,1.0,0,0,1,0,0,0,1
479,39,1735985,11355,388,31,141,1402,0,40,0.0556,0.5822,0.8389,0.1077,0.2363,0.4639,1.0,4.0552,2.1790000000000003,2.2553,0.1611,-0.1058,1.0,0,0,1,0,0,0,1
480,41,1799909,11388,420,36,140,1402,0,40,0.0585,0.5282,0.9197,0.1063,0.2113,0.3857,1.0,4.0564,2.1732,2.2095,0.0803,-0.1003,1.0,0,0,1,0,0,0,1
481,39,1810559,11813,367,27,141,1400,0,40,0.0557,0.5493,0.9286,0.1114,0.264,0.4578,1.0,4.0724,2.1931,2.2253,0.0714,-0.0993,1.0,0,0,1,0,0,0,1
482,39,1821207,13203,375,35,141,1402,0,40,0.0556,0.5048,0.9012,0.1106,0.2549,0.4587,1.0,4.1207,2.1903,2.2355,0.0988,-0.1031,1.0,0,0,1,0,0,0,1
483,39,1831860,11809,400,36,141,1400,0,40,0.0557,0.5084,0.9745,0.1093,0.2464,0.3925,1.0,4.0722,2.1847,2.1959,0.0255,-0.0952,1.0,0,0,1,0,0,0,1
484,39,1842518,11211,387,35,141,1402,0,40,0.0556,0.5391,0.9623,0.1091,0.2394,0.4108,1.0,4.0496,2.1847,2.2014,0.0377,-0.0986,1.0,0,0,1,0,0,0,1
485,41,1853169,10880,409,33,141,1400,0,40,0.0586,0.5676,0.8706,0.1057,0.228,0.4157,1.0,4.0366,2.1703,2.2304,0.1294,-0.1059,1.0,0,0,1,0,0,0,1
486,39,1863816,13037,387,35,143,1402,0,40,0.0556,0.5647,0.8125,0.1113,0.2504,0.4961,1.0,4.1152,2.1931,2.2833,0.1875,-0.0976,1.0,0,0,1,0,0,0,1
487,37,1881566,12489,462,31,141,1402,0,40,0.0528,0.5581,0.8722,0.11199999999999999,0.2243,0.3896,1.0,4.0965,2.1959,2.2553,0.1278,-0.0997,1.0,0,0,1,0,0,0,1
488,41,1892225,12515,397,37,141,1400,0,40,0.0586,0.4717,0.9371,0.1064,0.23800000000000002,0.4005,1.0,4.0974,2.1732,2.2014,0.0629,-0.0933,1.0,0,0,1,0,0,0,1
489,39,1902883,11510,429,40,141,1402,0,40,0.0556,0.495,0.961,0.1098,0.2203,0.345,0.0,4.0611,2.1875,2.1703,-0.039,-0.0966,1.0,0,0,1,0,0,0,1
490,39,1913522,12834,356,37,141,1400,0,40,0.0557,0.4512,0.9367,0.1129,0.2772,0.4157,0.0,4.1084,2.1987,2.1703,-0.0633,-0.0944,1.0,0,0,1,0,0,0,1
491,41,1924169,10429,382,33,141,1402,0,40,0.0585,0.8473,0.5511,0.2511,0.609,0.5078,0.0,4.0182,2.5465,2.2878,-0.4489,-0.1035,1.0,0,0,1,0,0,0,1
492,41,1934838,9576,343,37,141,1402,0,40,0.0585,0.5596,0.9536,0.1027,0.2553,0.4402,1.0,3.9812,2.1584,2.1790000000000003,0.0464,-0.1041,1.0,0,0,1,0,0,0,1
493,41,1945494,10743,418,38,142,1402,0,40,0.0585,0.5058,0.9408,0.1084,0.2331,0.3421,0.0,4.0311,2.1818,2.1553,-0.0592,-0.0983,1.0,0,0,1,0,0,0,1
494,41,1959683,11411,433,40,141,1400,0,40,0.0586,0.562,0.9341,0.1114,0.1948,0.3857,1.0,4.0573,2.1931,2.2227,0.0659,-0.1077,1.0,0,0,1,0,0,0,1
495,41,1970337,10941,407,40,140,1402,0,40,0.0585,0.5815,0.8837,0.1084,0.2219,0.4226,1.0,4.0391,2.1818,2.2355,0.1163,-0.1098,1.0,0,0,1,0,0,0,1
496,39,2098167,10821,454,36,140,1400,0,40,0.0557,0.5849,0.9576,0.1129,0.2095,0.3634,1.0,4.0343,2.1987,2.2175,0.0424,-0.1059,1.0,0,0,1,0,0,0,1
497,41,2112377,9349,387,38,140,1402,0,40,0.0585,0.6119,0.8849,0.1041,0.2216,0.4264,1.0,3.9708,2.1644,2.2175,0.1151,-0.1072,1.0,0,0,1,0,0,0,1
498,41,2133677,11542,441,42,140,1402,0,40,0.0585,0.5908,0.9535,0.11699999999999999,0.2166,0.39,1.0,4.0623,2.2148,2.2355,0.0465,-0.0943,1.0,0,0,1,0,0,0,1
499,41,2194041,9927,418,39,140,1402,0,40,0.0585,0.5907,0.8909,0.1049,0.2352,0.3947,1.0,3.9968,2.1673,2.2175,0.1091,-0.1077,1.0,0,0,1,0,0,0,1
500,39,2204696,5519,173,34,135,1402,0,40,0.0556,0.5253,0.4839,0.1106,0.4859,0.4335,0.0,3.7419,2.1903,1.8751,-0.5161,-0.1761,1.0,0,0,1,0,0,0,1
501,41,2215354,4881,110,40,127,1404,0,40,0.0584,0.3404,0.3378,0.1054,0.6192,0.4545,0.0,3.6885,2.1703,1.699,-0.6622,-0.1781,1.0,0,0,1,0,0,0,1
502,39,2229552,9484,382,41,141,1400,0,40,0.0557,0.5838,0.9484,0.105,0.2244,0.4058,1.0,3.977,2.1673,2.1903,0.0516,-0.1071,1.0,0,0,1,0,0,0,1
503,39,2240199,10986,444,44,142,1404,0,40,0.0556,0.5758,0.9398,0.1111,0.2066,0.3739,1.0,4.0408,2.1931,2.2201,0.0602,-0.0944,1.0,0,0,1,0,0,0,1
504,41,2254407,4995,124,39,127,1402,0,40,0.0585,0.4014,0.3758,0.1063,0.6422,0.4516,0.0,3.6985,2.1732,1.7482,-0.6242,-0.1743,1.0,0,0,1,0,0,0,1
505,39,2265059,5702,118,47,127,1402,0,40,0.0556,0.3431,0.3613,0.1106,0.7243,0.4746,0.0,3.7560000000000002,2.1903,1.7482,-0.6387,-0.1757,1.0,0,0,1,0,0,0,1
506,41,2289914,9518,453,41,141,1402,0,40,0.0585,0.6278,0.9394,0.1106,0.2086,0.3642,1.0,3.9785,2.1903,2.2175,0.0606,-0.1099,1.0,0,0,1,0,0,0,1
507,39,2300567,5957,166,48,135,1404,0,40,0.0556,0.4843,0.5,0.1083,0.526,0.4578,0.0,3.775,2.1818,1.8808,-0.5,-0.1634,1.0,0,0,1,0,0,0,1
508,39,2311225,5617,152,42,135,1404,0,40,0.0556,0.4618,0.483,0.1047,0.5485,0.4671,0.0,3.7495,2.1673,1.8513,-0.517,-0.1675,1.0,0,0,1,0,0,0,1
509,39,2321871,9582,384,39,140,1404,0,40,0.0556,0.5876,0.9427,0.1054,0.2422,0.4089,1.0,3.9815,2.1703,2.1959,0.0573,-0.1067,1.0,0,0,1,0,0,0,1
510,41,2339627,9183,355,40,141,1404,0,40,0.0584,0.6469,0.9,0.109,0.2542,0.4789,1.0,3.963,2.1847,2.2304,0.1,-0.0988,1.0,0,0,1,0,0,0,1
511,39,2357383,8726,398,41,141,1402,0,40,0.0556,0.6246,0.9551,0.1113,0.2389,0.3744,0.0,3.9408,2.1931,2.1732,-0.0449,-0.1034,1.0,0,0,1,0,0,0,1
512,43,2368032,9892,424,42,140,1402,0,40,0.0613,0.6144,0.8772,0.107,0.2199,0.4033,1.0,3.9953,2.1761,2.233,0.1228,-0.1068,1.0,0,0,1,0,0,0,1
513,39,2399992,8457,383,38,141,1400,0,40,0.0557,0.6434,0.9744,0.1086,0.239,0.4073,1.0,3.9272,2.1818,2.1931,0.0256,-0.10300000000000001,1.0,0,0,1,0,0,0,1
514,93,2410724,2027,129,118,141,1402,0,40,0.1327,0.6288,0.8974,0.0556,0.3059,0.5426,0.0,3.3068,1.8921,1.8451,-0.1026,-0.0013,1.0,0,0,1,0,0,0,1
515,41,2421293,5593,133,42,127,1402,0,40,0.0585,0.379,0.3608,0.1127,0.6611,0.4286,0.0,3.7476,2.1987,1.7559,-0.6392,-0.1708,1.0,0,0,1,0,0,0,1
516,39,2431945,8709,322,47,141,1402,0,40,0.0556,0.6637,0.9398,0.1113,0.2699,0.5155,1.0,3.94,2.1931,2.2201,0.0602,-0.1057,1.0,0,0,1,0,0,0,1
517,39,2442600,5576,133,43,135,1400,0,40,0.0557,0.4768,0.5,0.1043,0.6213,0.5489,0.0,3.7463,2.1644,1.8633,-0.5,-0.1609,1.0,0,0,1,0,0,0,1
518,41,2460355,5357,90,123,134,1402,0,40,0.0585,0.2981,0.3681,0.1027,0.7956,0.5889,0.0,3.7289,2.1584,1.7243,-0.6319,-0.9989,1.0,0,0,1,0,0,0,1
519,41,2542022,4635,128,38,127,1400,0,40,0.0586,0.3379,0.3571,0.1,0.6195,0.3906,0.0,3.6660000000000004,2.1461,1.699,-0.6429,-0.1713,1.0,0,0,1,0,0,0,1
520,39,2552670,8957,360,35,141,1400,0,40,0.0557,0.5526,0.993,0.1007,0.2398,0.3944,1.0,3.9522,2.1492,2.1523,0.006999999999999999,-0.1059,1.0,0,0,1,0,0,0,1
521,39,2563319,5261,107,46,127,1400,0,40,0.0557,0.35,0.4014,0.1014,0.7474,0.5327,0.0,3.7211,2.1523,1.7559,-0.5986,-0.1774,1.0,0,0,1,0,0,0,1
522,39,2573973,5731,186,41,135,1400,0,40,0.0557,0.4946,0.5786,0.1,0.4308,0.4355,0.0,3.7582,2.1461,1.9085,-0.4214,-0.1562,1.0,0,0,1,0,0,0,1
523,89,2584705,1909,125,120,140,1400,0,40,0.1271,0.5601,0.8857,0.0443,0.3543,0.56,1.0,3.2808,1.7924,1.8451,0.1143,0.0029,1.0,0,0,1,0,0,0,1
524,75,2595328,2791,207,114,140,1400,0,40,0.1071,0.6502,0.7822,0.0564,0.2379,0.4879,1.0,3.4458,1.8976,2.0043,0.2178,-0.0102,1.0,0,0,1,0,0,0,1
525,39,2605918,6381,166,41,135,1400,0,40,0.0557,0.4668,0.6471,0.0971,0.4857,0.5301,0.0,3.8049,2.1335,1.9445,-0.3529,-0.16899999999999998,1.0,0,0,1,0,0,0,1
526,39,2616577,8344,338,52,141,1400,0,40,0.0557,0.5793,0.9054,0.0957,0.2401,0.4379,1.0,3.9214,2.1271,2.1703,0.0946,-0.1144,1.0,0,0,1,0,0,0,1
527,39,2627229,7998,343,49,140,1400,0,40,0.0557,0.6448,0.858,0.0993,0.2491,0.4723,1.0,3.903,2.1430000000000002,2.2095,0.142,-0.1309,1.0,0,0,1,0,0,0,1
528,39,2641432,5480,119,53,135,1400,0,40,0.0557,0.41600000000000004,0.4927,0.0986,0.6,0.5714,0.0,3.7388,2.1399,1.8325,-0.5073,-0.1606,1.0,0,0,1,0,0,0,1
529,39,2662727,6397,216,55,141,1400,0,40,0.0557,0.4915,0.5743,0.1057,0.3884,0.3935,0.0,3.806,2.1703,1.9294,-0.4257,-0.1427,1.0,0,0,1,0,0,0,1
530,39,29559,4915,153,33,124,1358,0,40,0.0574,0.3822,0.3399,0.1127,0.6169,0.3399,0.0,3.6915,2.1847,1.716,-0.6601,-0.2094,1.0,0,0,1,0,0,0,1
531,39,47299,5757,136,38,133,1358,0,40,0.0574,0.5016,0.5133,0.1105,0.625,0.5662,0.0,3.7602,2.1761,1.8865,-0.4867,-0.1848,1.0,0,0,1,0,0,0,1
532,39,65059,4471,116,39,135,1360,0,40,0.0573,0.4957,0.4336,0.1051,0.5766,0.5345,0.0,3.6504,2.1553,1.7924,-0.5664,-0.1785,1.0,0,0,1,0,0,0,1
533,126,75758,384,42,115,135,1358,0,40,0.1856,0.4818,0.4872,0.0287,0.5571,0.4524,0.0,2.5843,1.5911,1.2787,-0.5128,-0.034,0.9491,0,0,1,0,0,0,1
534,129,86408,276,26,115,135,1362,0,40,0.1894,0.4812,0.6786,0.0206,0.7179,0.7308,0.0,2.4409,1.4472,1.2787,-0.3214,-0.0416,0.8223,0,0,1,0,0,0,1
535,46,104115,4115,108,48,127,1360,0,40,0.0676,0.3638,0.3712,0.0971,0.7374,0.4537,0.0,3.6144,2.1206,1.6902,-0.6288,-0.1893,1.0,0,0,1,0,0,0,1
536,43,114768,3918,88,39,127,1362,0,40,0.0631,0.4088,0.3333,0.1035,0.8198,0.5341,0.0,3.5931,2.1492,1.6721,-0.6667,-0.1857,1.0,0,0,1,0,0,0,1
537,39,125418,4223,83,38,127,1360,0,40,0.0573,0.3931,0.3451,0.1044,0.7172,0.5904,0.0,3.6256,2.1523,1.6902,-0.6549,-0.1873,1.0,0,0,1,0,0,0,1
538,43,143167,4403,115,38,126,1360,0,40,0.0632,0.4079,0.3636,0.1051,0.6651,0.4522,0.0,3.6437,2.1553,1.716,-0.6364,-0.188,1.0,0,0,1,0,0,0,1
539,103,157419,2463,168,116,140,1360,0,40,0.1515,0.614,0.5273,0.0426,0.2214,0.6548,1.0,3.3915,1.7634,2.0414,0.4727,-0.0092,1.0,0,0,1,0,0,0,1
540,50,168027,3912,105,29,135,1362,0,40,0.0734,0.4938,0.4504,0.0962,0.5796,0.5619,0.0,3.5924,2.1173,1.7708,-0.5496,-0.1853,1.0,0,0,1,0,0,0,1
541,134,178723,101,21,118,135,1362,0,40,0.1968,0.4261,0.3636,0.0161,0.7097,0.381,0.0,2.0043,1.3424,0.9031,-0.6364,-0.0307,0.3012,0,0,1,0,0,0,1
542,46,189330,4130,98,37,132,1360,0,40,0.0676,0.4206,0.4091,0.0971,0.6701,0.551,0.0,3.616,2.1206,1.7324,-0.5909,-0.1819,1.0,0,0,1,0,0,0,1
543,41,199980,4214,116,42,126,1360,0,40,0.0603,0.4065,0.3521,0.1044,0.6762,0.431,0.0,3.6247,2.1523,1.699,-0.6479,-0.1749,1.0,0,0,1,0,0,0,1
544,37,210633,4487,106,40,127,1360,0,40,0.0544,0.3508,0.3333,0.1059,0.6575,0.4528,0.0,3.6519999999999997,2.1584,1.6812,-0.6667,-0.1806,1.0,0,0,1,0,0,0,1
545,60,239041,3324,85,42,125,1360,0,40,0.0882,0.4155,0.3884,0.08900000000000001,0.7707,0.5529,0.0,3.5217,2.0828,1.6721,-0.6116,-0.1938,1.0,0,0,1,0,0,0,1
546,51,249693,3631,96,45,125,1362,0,40,0.0749,0.4024,0.3952,0.091,0.6927,0.5104,0.0,3.56,2.0934,1.6902,-0.6048,-0.1864,1.0,0,0,1,0,0,0,1
547,48,260349,3661,87,43,127,1358,0,40,0.0707,0.3818,0.373,0.0928,0.6848,0.5402,0.0,3.5636,2.1004,1.6721,-0.627,-0.1879,1.0,0,0,1,0,0,0,1
